Louis-Joseph MANSCOUR,FR,France,S&D,pro
David MARTIN,GB,Royaume-Uni,S&D,pro
Edouard MARTIN,FR,France,S&D,pro
Marlene MIZZI,MT,Malte,S&D,pro
Csaba MOLNÁR,HU,Hongrie,S&D,pro
Clare MOODY,GB,Royaume-Uni,S&D,pro
Claude MORAES,GB,Royaume-Uni,S&D,pro
Luigi MORGANO,IT,Italie,S&D,pro
Pier Antonio PANZERI,IT,Italie,S&D,pro
Massimo PAOLUCCI,IT,Italie,S&D,pro
Vincent PEILLON,FR,France,S&D,pro
Pina PICIERNO,IT,Italie,S&D,pro
Georgi PIRINSKI,BG,Bulgarie,S&D,pro
Răzvan POPA,RO,Roumanie,S&D,pro
Gabriele PREUSS,DE,Allemagne,S&D,pro
Christine REVAULT D'ALLONNES BONNEFOY,FR,France,S&D,pro
Liliana RODRIGUES,PT,Portugal,S&D,pro
Inmaculada RODRÍGUEZ-PIÑERO FERNÁNDEZ,ES,Espagne,S&D,pro
Virginie ROZIÈRE,FR,France,S&D,pro
Alfred SANT,MT,Malte,S&D,pro
Manuel dos SANTOS,PT,Portugal,S&D,pro
Daciana Octavia SÂRBU,RO,Roumanie,S&D,pro
David-Maria SASSOLI,IT,Italie,S&D,pro
Christel SCHALDEMOSE,DK,Danemark,S&D,pro
Ricardo SERRÃO SANTOS,PT,Portugal,S&D,pro
Pedro SILVA PEREIRA,PT,Portugal,S&D,pro
Siôn SIMON,GB,Royaume-Uni,S&D,pro
Monika SMOLKOVÁ,SK,Slovaquie,S&D,pro
Sergei STANISHEV,BG,Bulgarie,S&D,pro
Marc TARABELLA,BE,Belgique,S&D,pro
Isabelle THOMAS,FR,France,S&D,pro
Patrizia TOIA,IT,Italie,S&D,pro
Marita ULVSKOG,SE,Suède,S&D,pro
Kathleen VAN BREMPT,BE,Belgique,S&D,pro
Derek VAUGHAN,GB,Royaume-Uni,S&D,pro
Julie WARD,GB,Royaume-Uni,S&D,pro
Boris ZALA,SK,Slovaquie,S&D,pro
Flavio ZANONATO,IT,Italie,S&D,pro
Damiano ZOFFOLI,IT,Italie,S&D,pro
Carlos ZORRINHO,PT,Portugal,S&D,pro
José BOVÉ,FR,France,Verts/ALE,pro
Maria HEUBUCH,DE,Allemagne,Verts/ALE,pro
Bart STAES,BE,Belgique,Verts/ALE,pro
Helga TRÜPEL,DE,Allemagne,Verts/ALE,pro
Johannes Cornelis van BAALEN,NL,Pays-Bas,ALDE,anti
Catherine BEARDER,GB,Royaume-Uni,ALDE,anti
Beatriz BECERRA BASTERRECHEA,ES,Espagne,ALDE,anti
Fredrick FEDERLEY,SE,Suède,ALDE,anti
Gerben-Jan GERBRANDY,NL,Pays-Bas,ALDE,anti
Charles GOERENS,LU,Luxembourg,ALDE,anti
Igor GRÄZIN,EE,Estonie,ALDE,anti
Nadja HIRSCH,DE,Allemagne,ALDE,anti
Jan HUITEMA,NL,Pays-Bas,ALDE,anti
Sophia in 't VELD,NL,Pays-Bas,ALDE,anti
Petr JEŽEK,CZ,Tchéquie,ALDE,anti
Ilhan KYUCHYUK,BG,Bulgarie,ALDE,anti
Gesine MEISSNER,DE,Allemagne,ALDE,anti
Matthijs van MILTENBURG,NL,Pays-Bas,ALDE,anti
Angelika MLINAR,AT,Autriche,ALDE,anti
Ulrike MÜLLER,DE,Allemagne,ALDE,anti
Caroline NAGTEGAAL,NL,Pays-Bas,ALDE,anti
Jozo RADOŠ,HR,Croatie,ALDE,anti
Marietje SCHAAKE,NL,Pays-Bas,ALDE,anti
Jasenko SELIMOVIC,SE,Suède,ALDE,anti
Pavel TELIČKA,CZ,Tchéquie,ALDE,anti
Yana TOOM,EE,Estonie,ALDE,anti
Nils TORVALDS,FI,Finlande,ALDE,anti
Renate WEBER,RO,Roumanie,ALDE,anti
Cecilia WIKSTRÖM,SE,Suède,ALDE,anti
Bas BELDER,NL,Pays-Bas,ECR,anti
Ryszard CZARNECKI,PL,Pologne,ECR,anti
Edward CZESAK,PL,Pologne,ECR,anti
Peter van DALEN,NL,Pays-Bas,ECR,anti
Daniel DALTON,GB,Royaume-Uni,ECR,anti
Mark DEMESMAEKER,BE,Belgique,ECR,anti
Angel DZHAMBAZKI,BG,Bulgarie,ECR,anti
John FLACK,GB,Royaume-Uni,ECR,anti
Anna Elżbieta FOTYGA,PL,Pologne,ECR,anti
Beata GOSIEWSKA,PL,Pologne,ECR,anti
Jussi HALLA-AHO,FI,Finlande,ECR,anti
Daniel HANNAN,GB,Royaume-Uni,ECR,anti
Czesław HOC,PL,Pologne,ECR,anti
Marek JUREK,PL,Pologne,ECR,anti
Syed KAMALL,GB,Royaume-Uni,ECR,anti
Karol KARSKI,PL,Pologne,ECR,anti
Sławomir KŁOSOWSKI,PL,Pologne,ECR,anti
Zdzisław KRASNODĘBSKI,PL,Pologne,ECR,anti
Urszula KRUPA,PL,Pologne,ECR,anti
Zbigniew KUŹMIUK,PL,Pologne,ECR,anti
Ryszard Antoni LEGUTKO,PL,Pologne,ECR,anti
Bernd LUCKE,DE,Allemagne,ECR,anti
Peter LUNDGREN,SE,Suède,ECR,anti
Monica MACOVEI,RO,Roumanie,ECR,anti
Stanisław OŻÓG,PL,Pologne,ECR,anti
Ralph PACKET,BE,Belgique,ECR,anti
Bolesław G. PIECHA,PL,Pologne,ECR,anti
Mirosław PIOTROWSKI,PL,Pologne,ECR,anti
Tomasz Piotr PORĘBA,PL,Pologne,ECR,anti
Pirkko RUOHONEN-LERNER,FI,Finlande,ECR,anti
Branislav ŠKRIPEK,SK,Slovaquie,ECR,anti
Joachim STARBATTY,DE,Allemagne,ECR,anti
Helga STEVENS,BE,Belgique,ECR,anti
Richard SULÍK,SK,Slovaquie,ECR,anti
Evžen TOŠENOVSKÝ,CZ,Tchéquie,ECR,anti
Ulrike TREBESIUS,DE,Allemagne,ECR,anti
Anneleen VAN BOSSUYT,BE,Belgique,ECR,anti
Kristina WINBERG,SE,Suède,ECR,anti
Jadwiga WIŚNIEWSKA,PL,Pologne,ECR,anti
Jan ZAHRADIL,CZ,Tchéquie,ECR,anti
Jana ŽITŇANSKÁ,SK,Slovaquie,ECR,anti
Kosma ZŁOTOWSKI,PL,Pologne,ECR,anti
Isabella ADINOLFI,IT,Italie,EFDD,anti
Laura AGEA,IT,Italie,EFDD,anti
Daniela AIUTO,IT,Italie,EFDD,anti
Tim AKER,GB,Royaume-Uni,EFDD,anti
Jonathan ARNOTT,GB,Royaume-Uni,EFDD,anti
Tiziana BEGHIN,IT,Italie,EFDD,anti
Jonathan BULLOCK,GB,Royaume-Uni,EFDD,anti
James CARVER,GB,Royaume-Uni,EFDD,anti
Fabio Massimo CASTALDO,IT,Italie,EFDD,anti
David COBURN,GB,Royaume-Uni,EFDD,anti
Ignazio CORRAO,IT,Italie,EFDD,anti
Rosa D'AMATO,IT,Italie,EFDD,anti
William (The Earl of) DARTMOUTH,GB,Royaume-Uni,EFDD,anti
Bill ETHERIDGE,GB,Royaume-Uni,EFDD,anti
Eleonora EVI,IT,Italie,EFDD,anti
Nigel FARAGE,GB,Royaume-Uni,EFDD,anti
Laura FERRARA,IT,Italie,EFDD,anti
Nathan GILL,GB,Royaume-Uni,EFDD,anti
Robert Jarosław IWASZKIEWICZ,PL,Pologne,EFDD,anti
Jörg MEUTHEN,DE,Allemagne,EFDD,anti
Patrick O'FLYNN,GB,Royaume-Uni,EFDD,anti
Jiří PAYNE,CZ,Tchéquie,EFDD,anti
Piernicola PEDICINI,IT,Italie,EFDD,anti
Julia REID,GB,Royaume-Uni,EFDD,anti
Jill SEYMOUR,GB,Royaume-Uni,EFDD,anti
Dario TAMBURRANO,IT,Italie,EFDD,anti
Marco VALLI,IT,Italie,EFDD,anti
Marco ZULLO,IT,Italie,EFDD,anti
John Stuart AGNEW,GB,Royaume-Uni,ENF,anti
Gerolf ANNEMANS,BE,Belgique,ENF,anti
Gerard BATTEN,GB,Royaume-Uni,ENF,anti
Mara BIZZOTTO,IT,Italie,ENF,anti
Mario BORGHEZIO,IT,Italie,ENF,anti
Angelo CIOCCA,IT,Italie,ENF,anti
André ELISSEN,NL,Pays-Bas,ENF,anti
Michał MARUSIK,PL,Pologne,ENF,anti
Marcus PRETZELL,DE,Allemagne,ENF,anti
Giancarlo SCOTTÀ,IT,Italie,ENF,anti
Olaf STUGER,NL,Pays-Bas,ENF,anti
Marco ZANNI,IT,Italie,ENF,anti
Auke ZIJLSTRA,NL,Pays-Bas,ENF,anti
Stanisław ŻÓŁTEK,PL,Pologne,ENF,anti
Marina ALBIOL GUZMÁN,ES,Espagne,GUE/NGL,anti
Martina ANDERSON,GB,Royaume-Uni,GUE/NGL,anti
Xabier BENITO ZILUAGA,ES,Espagne,GUE/NGL,anti
Malin BJÖRK,SE,Suède,GUE/NGL,anti
Lynn BOYLAN,IE,Irlande,GUE/NGL,anti
Matt CARTHY,IE,Irlande,GUE/NGL,anti
Nikolaos CHOUNTIS,GR,Grèce,GUE/NGL,anti
Javier COUSO PERMUY,ES,Espagne,GUE/NGL,anti
Stefan ECK,DE,Allemagne,GUE/NGL,anti
Cornelia ERNST,DE,Allemagne,GUE/NGL,anti
João FERREIRA,PT,Portugal,GUE/NGL,anti
Luke Ming FLANAGAN,IE,Irlande,GUE/NGL,anti
Eleonora FORENZA,IT,Italie,GUE/NGL,anti
Tania GONZÁLEZ PEÑAS,ES,Espagne,GUE/NGL,anti
Takis HADJIGEORGIOU,CY,Chypre,GUE/NGL,anti
Thomas HÄNDEL,DE,Allemagne,GUE/NGL,anti
Anja HAZEKAMP,NL,Pays-Bas,GUE/NGL,anti
Rina Ronja KARI,DK,Danemark,GUE/NGL,anti
Jaromír KOHLÍČEK,CZ,Tchéquie,GUE/NGL,anti
Kateřina KONEČNÁ,CZ,Tchéquie,GUE/NGL,anti
Sabine LÖSING,DE,Allemagne,GUE/NGL,anti
Jiří MAŠTÁLKA,CZ,Tchéquie,GUE/NGL,anti
Marisa MATIAS,PT,Portugal,GUE/NGL,anti
Martina MICHELS,DE,Allemagne,GUE/NGL,anti
Younous OMARJEE,FR,France,GUE/NGL,anti
João PIMENTA LOPES,PT,Portugal,GUE/NGL,anti
Sofia SAKORAFA,GR,Grèce,GUE/NGL,anti
Lola SÁNCHEZ CALDENTEY,ES,Espagne,GUE/NGL,anti
Martin SCHIRDEWAN,DE,Allemagne,GUE/NGL,anti
Helmut SCHOLZ,DE,Allemagne,GUE/NGL,anti
Maria Lidia SENRA RODRÍGUEZ,ES,Espagne,GUE/NGL,anti
Barbara SPINELLI,IT,Italie,GUE/NGL,anti
Miguel URBÁN CRESPO,ES,Espagne,GUE/NGL,anti
Marie-Christine VERGIAT,FR,France,GUE/NGL,anti
Miguel VIEGAS,PT,Portugal,GUE/NGL,anti
Gabriele ZIMMER,DE,Allemagne,GUE/NGL,anti
Zoltán BALCZÓ,HU,Hongrie,NI,anti
David BORRELLI,IT,Italie,NI,anti
Diane DODDS,GB,Royaume-Uni,NI,anti
Mike HOOKEM,GB,Royaume-Uni,NI,anti
Jacek SARYUSZ-WOLSKI,PL,Pologne,NI,anti
Martin SONNEBORN,DE,Allemagne,NI,anti
Dobromir SOŚNIERZ,PL,Pologne,NI,anti
