Steven WOOLFE,GB,Royaume-Uni,NI,anti
Pascal ARIMONT,BE,Belgique,PPE,anti
Georges BACH,LU,Luxembourg,PPE,anti
Michał BONI,PL,Pologne,PPE,anti
David CASA,MT,Malte,PPE,anti
Frank ENGEL,LU,Luxembourg,PPE,anti
Christofer FJELLNER,SE,Suède,PPE,anti
Andrzej GRZYB,PL,Pologne,PPE,anti
Christophe HANSEN,LU,Luxembourg,PPE,anti
Krzysztof HETMAN,PL,Pologne,PPE,anti
Gunnar HÖKMARK,SE,Suède,PPE,anti
Danuta JAZŁOWIECKA,PL,Pologne,PPE,anti
Jarosław KALINOWSKI,PL,Pologne,PPE,anti
Aleksejs LOSKUTOVS,LV,Lettonie,PPE,anti
Roberta METSOLA,MT,Malte,PPE,anti
Sirpa PIETIKÄINEN,FI,Finlande,PPE,anti
Jiří POSPÍŠIL,CZ,Tchéquie,PPE,anti
Anders SELLSTRÖM,SE,Suède,PPE,anti
Czesław Adam SIEKIERSKI,PL,Pologne,PPE,anti
Jaromír ŠTĚTINA,CZ,Tchéquie,PPE,anti
Patricija ŠULIN,SI,Slovénie,PPE,anti
Adam SZEJNFELD,PL,Pologne,PPE,anti
Róża Gräfin von THUN UND HOHENSTEIN,PL,Pologne,PPE,anti
Romana TOMC,SI,Slovénie,PPE,anti
Traian UNGUREANU,RO,Roumanie,PPE,anti
Adina-Ioana VĂLEAN,RO,Roumanie,PPE,anti
Hermann WINKLER,DE,Allemagne,PPE,anti
Tomáš ZDECHOVSKÝ,CZ,Tchéquie,PPE,anti
Milan ZVER,SI,Slovénie,PPE,anti
Brando BENIFEI,IT,Italie,S&D,anti
Monika BEŇOVÁ,SK,Slovaquie,S&D,anti
Renata BRIANO,IT,Italie,S&D,anti
Udo BULLMANN,DE,Allemagne,S&D,anti
Nessa CHILDERS,IE,Irlande,S&D,anti
Sergio Gaetano COFFERATI,IT,Italie,S&D,anti
Mady DELVAUX,LU,Luxembourg,S&D,anti
Michael DETJEN,DE,Allemagne,S&D,anti
Ismail ERTUG,DE,Allemagne,S&D,anti
Tanja FAJON,SI,Slovénie,S&D,anti
Eugen FREUND,AT,Autriche,S&D,anti
Aleksander GABELIC,SE,Suède,S&D,anti
Evelyne GEBHARDT,DE,Allemagne,S&D,anti
Jens GEIER,DE,Allemagne,S&D,anti
Lidia Joanna GERINGER de OEDENBERG,PL,Pologne,S&D,anti
Adam GIEREK,PL,Pologne,S&D,anti
Ana GOMES,PT,Portugal,S&D,anti
Karoline GRASWANDER-HAINZ,AT,Autriche,S&D,anti
Anna HEDH,SE,Suède,S&D,anti
Agnes JONGERIUS,NL,Pays-Bas,S&D,anti
Petra KAMMEREVERT,DE,Allemagne,S&D,anti
Sylvia-Yvonne KAUFMANN,DE,Allemagne,S&D,anti
Jan KELLER,CZ,Tchéquie,S&D,anti
Arndt KOHN,DE,Allemagne,S&D,anti
Dietmar KÖSTER,DE,Allemagne,S&D,anti
Constanze KREHL,DE,Allemagne,S&D,anti
Bernd LANGE,DE,Allemagne,S&D,anti
Arne LIETZ,DE,Allemagne,S&D,anti
Andrejs MAMIKINS,LV,Lettonie,S&D,anti
Alex MAYER,GB,Royaume-Uni,S&D,anti
Susanne MELIOR,DE,Allemagne,S&D,anti
Momchil NEKOV,BG,Bulgarie,S&D,anti
Norbert NEUSER,DE,Allemagne,S&D,anti
Péter NIEDERMÜLLER,HU,Hongrie,S&D,anti
Maria NOICHL,DE,Allemagne,S&D,anti
Ivari PADAR,EE,Estonie,S&D,anti
Tonino PICULA,HR,Croatie,S&D,anti
Kati PIRI,NL,Pays-Bas,S&D,anti
Evelyn REGNER,AT,Autriche,S&D,anti
Ulrike RODUST,DE,Allemagne,S&D,anti
Elly SCHLEIN,IT,Italie,S&D,anti
Joachim SCHUSTER,DE,Allemagne,S&D,anti
Olga SEHNALOVÁ,CZ,Tchéquie,S&D,anti
Peter SIMON,DE,Allemagne,S&D,anti
Birgit SIPPEL,DE,Allemagne,S&D,anti
Tibor SZANYI,HU,Hongrie,S&D,anti
Claudiu Ciprian TĂNĂSESCU,RO,Roumanie,S&D,anti
Paul TANG,NL,Pays-Bas,S&D,anti
Claudia ȚAPARDEL,RO,Roumanie,S&D,anti
Daniele VIOTTI,IT,Italie,S&D,anti
Josef WEIDENHOLZER,AT,Autriche,S&D,anti
Martina WERNER,DE,Allemagne,S&D,anti
Kerstin WESTPHAL,DE,Allemagne,S&D,anti
Tiemo WÖLKEN,DE,Allemagne,S&D,anti
Marco AFFRONTE,IT,Italie,Verts/ALE,anti
Max ANDERSSON,SE,Suède,Verts/ALE,anti
Margrete AUKEN,DK,Danemark,Verts/ALE,anti
Klaus BUCHNER,DE,Allemagne,Verts/ALE,anti
Reinhard BÜTIKOFER,DE,Allemagne,Verts/ALE,anti
Jakop DALUNDE,SE,Suède,Verts/ALE,anti
Bas EICKHOUT,NL,Pays-Bas,Verts/ALE,anti
Linnéa ENGSTRÖM,SE,Suède,Verts/ALE,anti
Jill EVANS,GB,Royaume-Uni,Verts/ALE,anti
Romeo FRANZ,DE,Allemagne,Verts/ALE,anti
Sven GIEGOLD,DE,Allemagne,Verts/ALE,anti
Martin HÄUSLING,DE,Allemagne,Verts/ALE,anti
Heidi HAUTALA,FI,Finlande,Verts/ALE,anti
Ian HUDGHTON,GB,Royaume-Uni,Verts/ALE,anti
Ska KELLER,DE,Allemagne,Verts/ALE,anti
Jean LAMBERT,GB,Royaume-Uni,Verts/ALE,anti
Philippe LAMBERTS,BE,Belgique,Verts/ALE,anti
Barbara LOCHBIHLER,DE,Allemagne,Verts/ALE,anti
Florent MARCELLESI,ES,Espagne,Verts/ALE,anti
Tamás MESZERICS,HU,Hongrie,Verts/ALE,anti
Tilly METZ,LU,Luxembourg,Verts/ALE,anti
Miroslavs MITROFANOVS,LV,Lettonie,Verts/ALE,anti
Julia REDA,DE,Allemagne,Verts/ALE,anti
Michel REIMON,AT,Autriche,Verts/ALE,anti
Terry REINTKE,DE,Allemagne,Verts/ALE,anti
Bronis ROPĖ,LT,Lituanie,Verts/ALE,anti
Judith SARGENTINI,NL,Pays-Bas,Verts/ALE,anti
Molly SCOTT CATO,GB,Royaume-Uni,Verts/ALE,anti
Davor ŠKRLEC,HR,Croatie,Verts/ALE,anti
Alyn SMITH,GB,Royaume-Uni,Verts/ALE,anti
Jordi SOLÉ,ES,Espagne,Verts/ALE,anti
Igor ŠOLTES,SI,Slovénie,Verts/ALE,anti
Indrek TARAND,EE,Estonie,Verts/ALE,anti
Keith TAYLOR,GB,Royaume-Uni,Verts/ALE,anti
Josep-Maria TERRICABRAS,ES,Espagne,Verts/ALE,anti
Ernest URTASUN,ES,Espagne,Verts/ALE,anti
Bodil VALERO,SE,Suède,Verts/ALE,anti
Monika VANA,AT,Autriche,Verts/ALE,anti
Thomas WAITZ,AT,Autriche,Verts/ALE,anti
Dita CHARANZOVÁ,CZ,Tchéquie,ALDE,abstention
Martina DLABAJOVÁ,CZ,Tchéquie,ALDE,abstention
Urmas PAET,EE,Estonie,ALDE,abstention
Nikolay BAREKOV,BG,Bulgarie,ECR,abstention
Ruža TOMAŠIĆ,HR,Croatie,ECR,abstention
Giulia MOI,IT,Italie,EFDD,abstention
Georg MAYER,AT,Autriche,ENF,abstention
Franz OBERMAYR,AT,Autriche,ENF,abstention
Harald VILIMSKY,AT,Autriche,ENF,abstention
Dennis de JONG,NL,Pays-Bas,GUE/NGL,abstention
Paloma LÓPEZ BERMEJO,ES,Espagne,GUE/NGL,abstention
Anne-Marie MINEUR,NL,Pays-Bas,GUE/NGL,abstention
Demetris PAPADAKIS,CY,Chypre,NI,abstention
Daniel BUDA,RO,Roumanie,PPE,abstention
Cristian-Silviu BUŞOI,RO,Roumanie,PPE,abstention
Andrey KOVATCHEV,BG,Bulgarie,PPE,abstention
Marian-Jean MARINESCU,RO,Roumanie,PPE,abstention
Eva MAYDELL,BG,Bulgarie,PPE,abstention
Siegfried MUREŞAN,RO,Roumanie,PPE,abstention
Luděk NIEDERMAYER,CZ,Tchéquie,PPE,abstention
Andrey NOVAKOV,BG,Bulgarie,PPE,abstention
Stanislav POLČÁK,CZ,Tchéquie,PPE,abstention
Theodor Dumitru STOLOJAN,RO,Roumanie,PPE,abstention
Mihai ŢURCANU,RO,Roumanie,PPE,abstention
Vladimir URUTCHEV,BG,Bulgarie,PPE,abstention
Anna ZÁBORSKÁ,SK,Slovaquie,PPE,abstention
Knut FLECKENSTEIN,DE,Allemagne,S&D,abstention
Jo LEINEN,DE,Allemagne,S&D,abstention
Bogusław LIBERADZKI,PL,Pologne,S&D,abstention
Miroslav POCHE,CZ,Tchéquie,S&D,abstention
Babette WINTER,DE,Allemagne,S&D,abstention
Janusz ZEMKE,PL,Pologne,S&D,abstention
Karima DELLI,FR,France,Verts/ALE,abstention
Yannick JADOT,FR,France,Verts/ALE,abstention
Eva JOLY,FR,France,Verts/ALE,abstention
Michèle RIVASI,FR,France,Verts/ALE,abstention
